,origin,destination,day,origin_country,destination_country
19076,YSSY,RKSI,2020-04-18 00:00:00+00:00,Australia,South Korea
261975,YMML,VCBI,2020-04-18 00:00:00+00:00,Australia,Sri Lanka
22950,YBBN,RCTP,2020-04-18 00:00:00+00:00,Australia,Taiwan
22951,YBBN,RCTP,2020-04-18 00:00:00+00:00,Australia,Taiwan
30116,YSSY,OMDB,2020-04-18 00:00:00+00:00,Australia,United Arab Emirates
30228,YMML,OMDB,2020-04-18 00:00:00+00:00,Australia,United Arab Emirates
220089,YMML,OMAA,2020-04-18 00:00:00+00:00,Australia,United Arab Emirates
6647,YSSY,KSFO,2020-04-18 00:00:00+00:00,Australia,United States
32226,YSSY,KLAX,2020-04-18 00:00:00+00:00,Australia,United States
188709,KOKB,KSNA,2020-04-18 00:00:00+00:00,Australia,United States
253579,KOKB,KCRQ,2020-04-18 00:00:00+00:00,Australia,United States
253580,KOKB,KCRQ,2020-04-18 00:00:00+00:00,Australia,United States
27444,LOWW,EDDF,2020-04-18 00:00:00+00:00,Austria,Germany
27445,LOWW,EDDF,2020-04-18 00:00:00+00:00,Austria,Germany
27446,LOWW,EDDF,2020-04-18 00:00:00+00:00,Austria,Germany
185729,LOWW,LIMC,2020-04-18 00:00:00+00:00,Austria,Italy
68414,LOWW,ELLX,2020-04-18 00:00:00+00:00,Austria,Luxembourg
49706,LOWW,EHAM,2020-04-18 00:00:00+00:00,Austria,Netherlands
148584,LOWW,EHBK,2020-04-18 00:00:00+00:00,Austria,Netherlands
263028,LOWW,ENGM,2020-04-18 00:00:00+00:00,Austria,Norway
370042,LOWS,LPEV,2020-04-18 00:00:00+00:00,Austria,Portugal
258428,LOWW,LROP,2020-04-18 00:00:00+00:00,Austria,Romania
274231,LOWL,LZIB,2020-04-18 00:00:00+00:00,Austria,Slovakia
205605,LOWW,LTBA,2020-04-18 00:00:00+00:00,Austria,Turkey
31181,LOWW,OMDB,2020-04-18 00:00:00+00:00,Austria,United Arab Emirates
239029,LOWW,EGSS,2020-04-18 00:00:00+00:00,Austria,United Kingdom
257979,LOWS,EGLF,2020-04-18 00:00:00+00:00,Austria,United Kingdom
227406,OBBI,EDDP,2020-04-18 00:00:00+00:00,Bahrain,Germany
300772,OBBI,ETAR,2020-04-18 00:00:00+00:00,Bahrain,Germany
15146,OBBI,VHHH,2020-04-18 00:00:00+00:00,Bahrain,Hong Kong
15147,OBBI,VHHH,2020-04-18 00:00:00+00:00,Bahrain,Hong Kong
15148,OBBI,VHHH,2020-04-18 00:00:00+00:00,Bahrain,Hong Kong
15149,OBBI,VHHH,2020-04-18 00:00:00+00:00,Bahrain,Hong Kong
268565,OBBI,VAPO,2020-04-18 00:00:00+00:00,Bahrain,India
301215,OBBI,OETH,2020-04-18 00:00:00+00:00,Bahrain,Saudi Arabia
21456,OBBI,RKSI,2020-04-18 00:00:00+00:00,Bahrain,South Korea
360964,OBBI,LERT,2020-04-18 00:00:00+00:00,Bahrain,Spain
205592,OBBI,LTBA,2020-04-18 00:00:00+00:00,Bahrain,Turkey
31109,OBBI,OMDB,2020-04-18 00:00:00+00:00,Bahrain,United Arab Emirates
31110,OBBI,OMDB,2020-04-18 00:00:00+00:00,Bahrain,United Arab Emirates
31111,OBBI,OMDB,2020-04-18 00:00:00+00:00,Bahrain,United Arab Emirates
31112,OBBI,OMDB,2020-04-18 00:00:00+00:00,Bahrain,United Arab Emirates
258648,OBBI,OMSJ,2020-04-18 00:00:00+00:00,Bahrain,United Arab Emirates
259451,OBBI,OMDM,2020-04-18 00:00:00+00:00,Bahrain,United Arab Emirates
67397,OBBI,EGLL,2020-04-18 00:00:00+00:00,Bahrain,United Kingdom
67398,OBBI,EGLL,2020-04-18 00:00:00+00:00,Bahrain,United Kingdom
266366,UMMS,EETN,2020-04-18 00:00:00+00:00,Belarus,Estonia
145017,UMMS,LFPG,2020-04-18 00:00:00+00:00,Belarus,France
268615,UMMS,LLBG,2020-04-18 00:00:00+00:00,Belarus,Israel
267949,UMMS,EYVI,2020-04-18 00:00:00+00:00,Belarus,Lithuania
49735,UMMS,EHAM,2020-04-18 00:00:00+00:00,Belarus,Netherlands
250532,UMMS,LEBL,2020-04-18 00:00:00+00:00,Belarus,Spain
144812,EBLG,LFPG,2020-04-18 00:00:00+00:00,Belgium,France
26570,EBBR,EDDF,2020-04-18 00:00:00+00:00,Belgium,Germany
26571,EBBR,EDDF,2020-04-18 00:00:00+00:00,Belgium,Germany
275267,EBBR,EDDH,2020-04-18 00:00:00+00:00,Belgium,Germany
219902,EBBR,VABB,2020-04-18 00:00:00+00:00,Belgium,India
265334,EBBR,GMMN,2020-04-18 00:00:00+00:00,Belgium,Morocco
262943,EBLG,ENGM,2020-04-18 00:00:00+00:00,Belgium,Norway
1297,EBBR,OTHH,2020-04-18 00:00:00+00:00,Belgium,Qatar
1298,EBBR,OTHH,2020-04-18 00:00:00+00:00,Belgium,Qatar
1763,EBLG,OTHH,2020-04-18 00:00:00+00:00,Belgium,Qatar
1764,EBLG,OTHH,2020-04-18 00:00:00+00:00,Belgium,Qatar
2202,EBOS,OTHH,2020-04-18 00:00:00+00:00,Belgium,Qatar
265216,EBOS,FAGM,2020-04-18 00:00:00+00:00,Belgium,South Africa
20337,EBBR,RKSI,2020-04-18 00:00:00+00:00,Belgium,South Korea
260795,EBBR,LEZG,2020-04-18 00:00:00+00:00,Belgium,Spain
205310,EBBR,LTBA,2020-04-18 00:00:00+00:00,Belgium,Turkey
30662,EBBR,OMDB,2020-04-18 00:00:00+00:00,Belgium,United Arab Emirates
31007,EBLG,OMDB,2020-04-18 00:00:00+00:00,Belgium,United Arab Emirates
368224,EBAW,EGPT,2020-04-18 00:00:00+00:00,Belgium,United Kingdom
116502,EBBR,KATL,2020-04-18 00:00:00+00:00,Belgium,United States
118784,EBLG,KATL,2020-04-18 00:00:00+00:00,Belgium,United States
146210,EBBR,KMIA,2020-04-18 00:00:00+00:00,Belgium,United States
169054,EBBR,KCVG,2020-04-18 00:00:00+00:00,Belgium,United States
88390,TXKF,KBOS,2020-04-18 00:00:00+00:00,Bermuda,United States
88391,TXKF,KBOS,2020-04-18 00:00:00+00:00,Bermuda,United States
88392,TXKF,KBOS,2020-04-18 00:00:00+00:00,Bermuda,United States
88393,TXKF,KBOS,2020-04-18 00:00:00+00:00,Bermuda,United States
45909,SBKP,SAEZ,2020-04-18 00:00:00+00:00,Brazil,Argentina
145562,SBKP,SKBO,2020-04-18 00:00:00+00:00,Brazil,Colombia
68381,SBKP,ELLX,2020-04-18 00:00:00+00:00,Brazil,Luxembourg
49426,SBGR,EHAM,2020-04-18 00:00:00+00:00,Brazil,Netherlands
279887,SBGR,LPPR,2020-04-18 00:00:00+00:00,Brazil,Portugal
304254,SBGR,GOBD,2020-04-18 00:00:00+00:00,Brazil,Senegal
81366,SBGR,KIAH,2020-04-18 00:00:00+00:00,Brazil,United States
146888,SBKP,KMIA,2020-04-18 00:00:00+00:00,Brazil,United States
310429,CYHM,TXKF,2020-04-18 00:00:00+00:00,Canada,Bermuda
144918,CYUL,LFPG,2020-04-18 00:00:00+00:00,Canada,France
144919,CYUL,LFPG,2020-04-18 00:00:00+00:00,Canada,France
27225,CYYZ,EDDF,2020-04-18 00:00:00+00:00,Canada,Germany
27226,CYYZ,EDDF,2020-04-18 00:00:00+00:00,Canada,Germany
27227,CYYZ,EDDF,2020-04-18 00:00:00+00:00,Canada,Germany
27228,CYYZ,EDDF,2020-04-18 00:00:00+00:00,Canada,Germany
27381,CYUL,EDDF,2020-04-18 00:00:00+00:00,Canada,Germany
15001,CYVR,VHHH,2020-04-18 00:00:00+00:00,Canada,Hong Kong
68404,CYYC,ELLX,2020-04-18 00:00:00+00:00,Canada,Luxembourg
49630,CYYZ,EHAM,2020-04-18 00:00:00+00:00,Canada,Netherlands
10131,CYVR,NZAA,2020-04-18 00:00:00+00:00,Canada,New Zealand
1873,CYUL,OTHH,2020-04-18 00:00:00+00:00,Canada,Qatar
21361,CYYZ,RKSI,2020-04-18 00:00:00+00:00,Canada,South Korea
29812,CYYZ,LSZH,2020-04-18 00:00:00+00:00,Canada,Switzerland
24327,CYVR,RCTP,2020-04-18 00:00:00+00:00,Canada,Taiwan
24341,CYYZ,RCTP,2020-04-18 00:00:00+00:00,Canada,Taiwan
205514,CYYZ,LTBA,2020-04-18 00:00:00+00:00,Canada,Turkey
67215,CYVR,EGLL,2020-04-18 00:00:00+00:00,Canada,United Kingdom
67256,CYYZ,EGLL,2020-04-18 00:00:00+00:00,Canada,United Kingdom
67257,CYYZ,EGLL,2020-04-18 00:00:00+00:00,Canada,United Kingdom
8474,CYVR,KSFO,2020-04-18 00:00:00+00:00,Canada,United States
35411,CYVR,KLAX,2020-04-18 00:00:00+00:00,Canada,United States
43555,CYVR,KSDF,2020-04-18 00:00:00+00:00,Canada,United States
43924,CYYC,KSDF,2020-04-18 00:00:00+00:00,Canada,United States
45326,CYMX,KSDF,2020-04-18 00:00:00+00:00,Canada,United States
45358,CYHM,KSDF,2020-04-18 00:00:00+00:00,Canada,United States
45359,CYHM,KSDF,2020-04-18 00:00:00+00:00,Canada,United States
55320,CYYZ,PANC,2020-04-18 00:00:00+00:00,Canada,United States
70021,CYOW,KEWR,2020-04-18 00:00:00+00:00,Canada,United States
73087,CYVR,KDFW,2020-04-18 00:00:00+00:00,Canada,United States
73088,CYVR,KDFW,2020-04-18 00:00:00+00:00,Canada,United States
73645,CYYC,KDFW,2020-04-18 00:00:00+00:00,Canada,United States
80342,CYOW,KBUF,2020-04-18 00:00:00+00:00,Canada,United States
82271,CYYZ,KIAH,2020-04-18 00:00:00+00:00,Canada,United States
85295,CYYZ,KJFK,2020-04-18 00:00:00+00:00,Canada,United States
85846,CYHM,KJFK,2020-04-18 00:00:00+00:00,Canada,United States
87675,CYYZ,KBOS,2020-04-18 00:00:00+00:00,Canada,United States
93029,CYVR,KSEA,2020-04-18 00:00:00+00:00,Canada,United States
93030,CYVR,KSEA,2020-04-18 00:00:00+00:00,Canada,United States
93031,CYVR,KSEA,2020-04-18 00:00:00+00:00,Canada,United States
93032,CYVR,KSEA,2020-04-18 00:00:00+00:00,Canada,United States
134921,CYLW,KLAS,2020-04-18 00:00:00+00:00,Canada,United States
164274,CYYZ,KORD,2020-04-18 00:00:00+00:00,Canada,United States
169986,CYVR,KCVG,2020-04-18 00:00:00+00:00,Canada,United States
170173,CYYC,KCVG,2020-04-18 00:00:00+00:00,Canada,United States
173950,CYYZ,KIAD,2020-04-18 00:00:00+00:00,Canada,United States
193825,CZBB,KSDL,2020-04-18 00:00:00+00:00,Canada,United States
195421,CYYZ,KDTW,2020-04-18 00:00:00+00:00,Canada,United States
195422,CYYZ,KDTW,2020-04-18 00:00:00+00:00,Canada,United States
195423,CYYZ,KDTW,2020-04-18 00:00:00+00:00,Canada,United States
196412,CYUL,KDTW,2020-04-18 00:00:00+00:00,Canada,United States
208745,CYUL,KTEB,2020-04-18 00:00:00+00:00,Canada,United States
212335,CYYZ,KUMP,2020-04-18 00:00:00+00:00,Canada,United States
283615,CYVR,KPSP,2020-04-18 00:00:00+00:00,Canada,United States
4228,ZGSZ,YMML,2020-04-18 00:00:00+00:00,China,Australia
144862,ZGSZ,LFPG,2020-04-18 00:00:00+00:00,China,France
227360,ZGSZ,EDDP,2020-04-18 00:00:00+00:00,China,Germany
15495,ZGSD,VHHH,2020-04-18 00:00:00+00:00,China,Hong Kong
264494,ZGSZ,LHBP,2020-04-18 00:00:00+00:00,China,Hungary
264495,ZGSZ,LHBP,2020-04-18 00:00:00+00:00,China,Hungary
264496,ZGSZ,LHBP,2020-04-18 00:00:00+00:00,China,Hungary
257783,ZGGG,VIDP,2020-04-18 00:00:00+00:00,China,India
230210,ZGGG,RJBB,2020-04-18 00:00:00+00:00,China,Japan
259931,ZGSD,VMMC,2020-04-18 00:00:00+00:00,China,Macau
22130,ZGGG,WMKK,2020-04-18 00:00:00+00:00,China,Malaysia
22131,ZGGG,WMKK,2020-04-18 00:00:00+00:00,China,Malaysia
22181,ZGSZ,WMKK,2020-04-18 00:00:00+00:00,China,Malaysia
22182,ZGSZ,WMKK,2020-04-18 00:00:00+00:00,China,Malaysia
302567,ZGSZ,RPLC,2020-04-18 00:00:00+00:00,China,Philippines
1798,ZGGG,OTHH,2020-04-18 00:00:00+00:00,China,Qatar
2234,ZUCK,OTHH,2020-04-18 00:00:00+00:00,China,Qatar
52380,ZGGG,UUEE,2020-04-18 00:00:00+00:00,China,Russia
302326,ZGSZ,UNNT,2020-04-18 00:00:00+00:00,China,Russia
16483,ZGSZ,WSSS,2020-04-18 00:00:00+00:00,China,Singapore
25353,ZGGG,WSAP,2020-04-18 00:00:00+00:00,China,Singapore
25354,ZGGG,WSAP,2020-04-18 00:00:00+00:00,China,Singapore
21381,ZGGG,RKSI,2020-04-18 00:00:00+00:00,China,South Korea
21382,ZGGG,RKSI,2020-04-18 00:00:00+00:00,China,South Korea
229376,ZGSZ,LEMD,2020-04-18 00:00:00+00:00,China,Spain
24354,ZGGG,RCTP,2020-04-18 00:00:00+00:00,China,Taiwan
18911,ZGSZ,VTBS,2020-04-18 00:00:00+00:00,China,Thailand
18912,ZGSZ,VTBS,2020-04-18 00:00:00+00:00,China,Thailand
55416,ZGSZ,PANC,2020-04-18 00:00:00+00:00,China,United States
206184,SKBO,EBLG,2020-04-18 00:00:00+00:00,Colombia,Belgium
229242,SKBO,LEMD,2020-04-18 00:00:00+00:00,Colombia,Spain
35035,SKBO,KLAX,2020-04-18 00:00:00+00:00,Colombia,United States
147182,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
147183,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
147184,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
147185,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
147186,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
147187,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
147188,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
147189,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
147190,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
147191,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
147192,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
147193,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
147194,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
147195,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
147196,SKBO,KMIA,2020-04-18 00:00:00+00:00,Colombia,United States
148190,MROC,KMIA,2020-04-18 00:00:00+00:00,Costa Rica,United States
148191,MROC,KMIA,2020-04-18 00:00:00+00:00,Costa Rica,United States
148192,MROC,KMIA,2020-04-18 00:00:00+00:00,Costa Rica,United States
148193,MROC,KMIA,2020-04-18 00:00:00+00:00,Costa Rica,United States
148194,MROC,KMIA,2020-04-18 00:00:00+00:00,Costa Rica,United States
148195,MROC,KMIA,2020-04-18 00:00:00+00:00,Costa Rica,United States
228689,MROC,KUTA,2020-04-18 00:00:00+00:00,Costa Rica,United States
27913,LDZA,EDDF,2020-04-18 00:00:00+00:00,Croatia,Germany
274599,LDZA,LIRA,2020-04-18 00:00:00+00:00,Croatia,Italy
274959,LDZA,LJLJ,2020-04-18 00:00:00+00:00,Croatia,Slovenia
67952,LCLK,EGLL,2020-04-18 00:00:00+00:00,Cyprus,United Kingdom
259839,LCLK,EGCC,2020-04-18 00:00:00+00:00,Cyprus,United Kingdom
261067,LKPR,EFHK,2020-04-18 00:00:00+00:00,Czech Republic,Finland
27159,LKPR,EDDF,2020-04-18 00:00:00+00:00,Czech Republic,Germany
1696,LKPR,OTHH,2020-04-18 00:00:00+00:00,Czech Republic,Qatar
1697,LKPR,OTHH,2020-04-18 00:00:00+00:00,Czech Republic,Qatar
205450,LKPR,LTBA,2020-04-18 00:00:00+00:00,Czech Republic,Turkey
205786,LKPD,LTBA,2020-04-18 00:00:00+00:00,Czech Republic,Turkey
170994,LKPR,KATW,2020-04-18 00:00:00+00:00,Czech Republic,United States
170995,LKPR,KATW,2020-04-18 00:00:00+00:00,Czech Republic,United States
144989,EKCH,LFPG,2020-04-18 00:00:00+00:00,Denmark,France
27542,EKCH,EDDF,2020-04-18 00:00:00+00:00,Denmark,Germany
27543,EKCH,EDDF,2020-04-18 00:00:00+00:00,Denmark,Germany
313581,EKOD,EDDW,2020-04-18 00:00:00+00:00,Denmark,Germany
142753,EKCH,BIKF,2020-04-18 00:00:00+00:00,Denmark,Iceland
263085,EKCH,ENGM,2020-04-18 00:00:00+00:00,Denmark,Norway
263086,EKCH,ENGM,2020-04-18 00:00:00+00:00,Denmark,Norway
142951,EKCH,EPWA,2020-04-18 00:00:00+00:00,Denmark,Poland
216097,EKCH,ESSA,2020-04-18 00:00:00+00:00,Denmark,Sweden
216098,EKCH,ESSA,2020-04-18 00:00:00+00:00,Denmark,Sweden
267614,EKKA,EGVN,2020-04-18 00:00:00+00:00,Denmark,United Kingdom
86017,MDPC,KJFK,2020-04-18 00:00:00+00:00,Dominican Republic,United States
301092,EETN,UMMS,2020-04-18 00:00:00+00:00,Estonia,Belarus
261250,EETN,EFHK,2020-04-18 00:00:00+00:00,Estonia,Finland
261379,EETU,EFHK,2020-04-18 00:00:00+00:00,Estonia,Finland
27606,EETN,EDDF,2020-04-18 00:00:00+00:00,Estonia,Germany
267629,EEEI,EGVN,2020-04-18 00:00:00+00:00,Estonia,United Kingdom
316807,EFHK,LOAN,2020-04-18 00:00:00+00:00,Finland,Austria
266336,EFHK,EETN,2020-04-18 00:00:00+00:00,Finland,Estonia
144425,EFHK,LFPG,2020-04-18 00:00:00+00:00,Finland,France
144426,EFHK,LFPG,2020-04-18 00:00:00+00:00,Finland,France
26606,EFHK,EDDF,2020-04-18 00:00:00+00:00,Finland,Germany
226751,EFHK,EDDP,2020-04-18 00:00:00+00:00,Finland,Germany
257712,EFHK,VIDP,2020-04-18 00:00:00+00:00,Finland,India
40015,EFHK,RJTT,2020-04-18 00:00:00+00:00,Finland,Japan
266474,EFHK,UUWW,2020-04-18 00:00:00+00:00,Finland,Russia
215757,EFHK,ESSA,2020-04-18 00:00:00+00:00,Finland,Sweden
215758,EFHK,ESSA,2020-04-18 00:00:00+00:00,Finland,Sweden
215759,EFHK,ESSA,2020-04-18 00:00:00+00:00,Finland,Sweden
66641,EFHK,EGLL,2020-04-18 00:00:00+00:00,Finland,United Kingdom
66642,EFHK,EGLL,2020-04-18 00:00:00+00:00,Finland,United Kingdom
301025,LFPG,UMMS,2020-04-18 00:00:00+00:00,France,Belarus
46698,LFPG,SBGR,2020-04-18 00:00:00+00:00,France,Brazil
107976,LFPG,CYUL,2020-04-18 00:00:00+00:00,France,Canada
22698,LFPG,ZGGG,2020-04-18 00:00:00+00:00,France,China
261048,LFPG,EFHK,2020-04-18 00:00:00+00:00,France,Finland
26770,LFPG,EDDF,2020-04-18 00:00:00+00:00,France,Germany
26771,LFPG,EDDF,2020-04-18 00:00:00+00:00,France,Germany
26772,LFPG,EDDF,2020-04-18 00:00:00+00:00,France,Germany
204088,LFPG,EDDK,2020-04-18 00:00:00+00:00,France,Germany
204089,LFPG,EDDK,2020-04-18 00:00:00+00:00,France,Germany
226802,LFPG,EDDP,2020-04-18 00:00:00+00:00,France,Germany
264281,LFST,EDDT,2020-04-18 00:00:00+00:00,France,Germany
277088,LFPG,EDDB,2020-04-18 00:00:00+00:00,France,Germany
185786,LFPB,LIMC,2020-04-18 00:00:00+00:00,France,Italy
260179,LFPG,LIRF,2020-04-18 00:00:00+00:00,France,Italy
260484,LFPB,LIRF,2020-04-18 00:00:00+00:00,France,Italy
68484,LFST,ELLX,2020-04-18 00:00:00+00:00,France,Luxembourg
49227,LFPG,EHAM,2020-04-18 00:00:00+00:00,France,Netherlands
49228,LFPG,EHAM,2020-04-18 00:00:00+00:00,France,Netherlands
220353,LFPG,LPPT,2020-04-18 00:00:00+00:00,France,Portugal
220402,LFPB,LPPT,2020-04-18 00:00:00+00:00,France,Portugal
1512,LFPG,OTHH,2020-04-18 00:00:00+00:00,France,Qatar
1513,LFPG,OTHH,2020-04-18 00:00:00+00:00,France,Qatar
1514,LFPG,OTHH,2020-04-18 00:00:00+00:00,France,Qatar
1515,LFPG,OTHH,2020-04-18 00:00:00+00:00,France,Qatar
1516,LFPG,OTHH,2020-04-18 00:00:00+00:00,France,Qatar
52249,LFPG,UUEE,2020-04-18 00:00:00+00:00,France,Russia
207164,LFOK,UUDD,2020-04-18 00:00:00+00:00,France,Russia
21046,LFPG,RKSI,2020-04-18 00:00:00+00:00,France,South Korea
21047,LFPG,RKSI,2020-04-18 00:00:00+00:00,France,South Korea
265665,LFPG,LETO,2020-04-18 00:00:00+00:00,France,Spain
258248,LFSP,LSGG,2020-04-18 00:00:00+00:00,France,Switzerland
24288,LFPG,RCTP,2020-04-18 00:00:00+00:00,France,Taiwan
205340,LFPG,LTBA,2020-04-18 00:00:00+00:00,France,Turkey
30744,LFPG,OMDB,2020-04-18 00:00:00+00:00,France,United Arab Emirates
30745,LFPG,OMDB,2020-04-18 00:00:00+00:00,France,United Arab Emirates
220175,LFPG,OMAA,2020-04-18 00:00:00+00:00,France,United Arab Emirates
66770,LFPG,EGLL,2020-04-18 00:00:00+00:00,France,United Kingdom
238849,LFPG,EGSS,2020-04-18 00:00:00+00:00,France,United Kingdom
238850,LFPG,EGSS,2020-04-18 00:00:00+00:00,France,United Kingdom
259850,LFRS,EGCC,2020-04-18 00:00:00+00:00,France,United Kingdom
34358,LFPG,KLAX,2020-04-18 00:00:00+00:00,France,United States
84459,LFPG,KJFK,2020-04-18 00:00:00+00:00,France,United States
104338,LFPG,KPHL,2020-04-18 00:00:00+00:00,France,United States
161959,LFPG,KORD,2020-04-18 00:00:00+00:00,France,United States
216311,GBYD,ESSA,2020-04-18 00:00:00+00:00,Gambia,Sweden
108,EDDF,LOWW,2020-04-18 00:00:00+00:00,Germany,Austria
109,EDDF,LOWW,2020-04-18 00:00:00+00:00,Germany,Austria
312254,EDDM,LOWS,2020-04-18 00:00:00+00:00,Germany,Austria
268189,EDDP,OBBI,2020-04-18 00:00:00+00:00,Germany,Bahrain
268190,EDDP,OBBI,2020-04-18 00:00:00+00:00,Germany,Bahrain
268191,EDDP,OBBI,2020-04-18 00:00:00+00:00,Germany,Bahrain
218577,EDDP,EBBR,2020-04-18 00:00:00+00:00,Germany,Belgium
218578,EDDP,EBBR,2020-04-18 00:00:00+00:00,Germany,Belgium
218579,EDDP,EBBR,2020-04-18 00:00:00+00:00,Germany,Belgium
218684,EDDF,EBBR,2020-04-18 00:00:00+00:00,Germany,Belgium
218685,EDDF,EBBR,2020-04-18 00:00:00+00:00,Germany,Belgium
46569,EDDF,SBGR,2020-04-18 00:00:00+00:00,Germany,Brazil
46570,EDDF,SBGR,2020-04-18 00:00:00+00:00,Germany,Brazil
277330,EDDP,LBSF,2020-04-18 00:00:00+00:00,Germany,Bulgaria
50255,EDDF,CYYZ,2020-04-18 00:00:00+00:00,Germany,Canada
50256,EDDF,CYYZ,2020-04-18 00:00:00+00:00,Germany,Canada
107938,EDDF,CYUL,2020-04-18 00:00:00+00:00,Germany,Canada
107939,EDDF,CYUL,2020-04-18 00:00:00+00:00,Germany,Canada
31769,EDDK,ZGSZ,2020-04-18 00:00:00+00:00,Germany,China
261532,EDDF,LDZA,2020-04-18 00:00:00+00:00,Germany,Croatia
261590,EDFH,LDZA,2020-04-18 00:00:00+00:00,Germany,Croatia
261592,EDDM,LDZA,2020-04-18 00:00:00+00:00,Germany,Croatia
246268,EDDF,EKCH,2020-04-18 00:00:00+00:00,Germany,Denmark
246269,EDDF,EKCH,2020-04-18 00:00:00+00:00,Germany,Denmark
274300,EDDF,EKBI,2020-04-18 00:00:00+00:00,Germany,Denmark
314697,EDDW,EKOD,2020-04-18 00:00:00+00:00,Germany,Denmark
266322,EDDF,EETN,2020-04-18 00:00:00+00:00,Germany,Estonia
260861,EDDP,EFHK,2020-04-18 00:00:00+00:00,Germany,Finland
260904,EDDF,EFHK,2020-04-18 00:00:00+00:00,Germany,Finland
144053,EDDP,LFPG,2020-04-18 00:00:00+00:00,Germany,France
144313,EDDF,LFPG,2020-04-18 00:00:00+00:00,Germany,France
144314,EDDF,LFPG,2020-04-18 00:00:00+00:00,Germany,France
144410,EDDB,LFPG,2020-04-18 00:00:00+00:00,Germany,France
144751,EDDK,LFPG,2020-04-18 00:00:00+00:00,Germany,France
144752,EDDK,LFPG,2020-04-18 00:00:00+00:00,Germany,France
144753,EDDK,LFPG,2020-04-18 00:00:00+00:00,Germany,France
12308,EDDP,VHHH,2020-04-18 00:00:00+00:00,Germany,Hong Kong
13137,EDDF,VHHH,2020-04-18 00:00:00+00:00,Germany,Hong Kong
219833,EDDF,VABB,2020-04-18 00:00:00+00:00,Germany,India
257603,EDDP,VIDP,2020-04-18 00:00:00+00:00,Germany,India
261802,EDDF,VOBL,2020-04-18 00:00:00+00:00,Germany,India
64326,EDDB,EIDW,2020-04-18 00:00:00+00:00,Germany,Ireland
268576,EDDF,LLBG,2020-04-18 00:00:00+00:00,Germany,Israel
185279,EDDP,LIMC,2020-04-18 00:00:00+00:00,Germany,Italy
185403,EDDF,LIMC,2020-04-18 00:00:00+00:00,Germany,Italy
185404,EDDF,LIMC,2020-04-18 00:00:00+00:00,Germany,Italy
185405,EDDF,LIMC,2020-04-18 00:00:00+00:00,Germany,Italy
185620,EDDK,LIMC,2020-04-18 00:00:00+00:00,Germany,Italy
259993,EDDF,LIRF,2020-04-18 00:00:00+00:00,Germany,Italy
260507,EDDM,LIRF,2020-04-18 00:00:00+00:00,Germany,Italy
39958,EDDF,RJTT,2020-04-18 00:00:00+00:00,Germany,Japan
230199,EDDK,RJBB,2020-04-18 00:00:00+00:00,Germany,Japan
262080,EDDF,UAAA,2020-04-18 00:00:00+00:00,Germany,Kazakhstan
262081,EDDF,UAAA,2020-04-18 00:00:00+00:00,Germany,Kazakhstan
262082,EDDF,UAAA,2020-04-18 00:00:00+00:00,Germany,Kazakhstan
266192,EDDF,EVRA,2020-04-18 00:00:00+00:00,Germany,Latvia
48705,EDDP,EHAM,2020-04-18 00:00:00+00:00,Germany,Netherlands
48962,EDDF,EHAM,2020-04-18 00:00:00+00:00,Germany,Netherlands
48963,EDDF,EHAM,2020-04-18 00:00:00+00:00,Germany,Netherlands
48964,EDDF,EHAM,2020-04-18 00:00:00+00:00,Germany,Netherlands
49088,EDDB,EHAM,2020-04-18 00:00:00+00:00,Germany,Netherlands
49904,ETAR,EHAM,2020-04-18 00:00:00+00:00,Germany,Netherlands
312024,EDWF,EHRD,2020-04-18 00:00:00+00:00,Germany,Netherlands
350000,EDLS,EHGG,2020-04-18 00:00:00+00:00,Germany,Netherlands
263128,EDFH,ENGM,2020-04-18 00:00:00+00:00,Germany,Norway
142913,EDDK,EPWA,2020-04-18 00:00:00+00:00,Germany,Poland
220316,EDDF,LPPT,2020-04-18 00:00:00+00:00,Germany,Portugal
1077,EDDF,OTHH,2020-04-18 00:00:00+00:00,Germany,Qatar
1078,EDDF,OTHH,2020-04-18 00:00:00+00:00,Germany,Qatar
2043,EDDM,OTHH,2020-04-18 00:00:00+00:00,Germany,Qatar
2125,EDDT,OTHH,2020-04-18 00:00:00+00:00,Germany,Qatar
2126,EDDT,OTHH,2020-04-18 00:00:00+00:00,Germany,Qatar
279014,EDDL,LRSB,2020-04-18 00:00:00+00:00,Germany,Romania
52077,EDDP,UUEE,2020-04-18 00:00:00+00:00,Germany,Russia
