,origin,destination,day,origin_country,destination_country
21116,KJFK,RKSI,2020-04-01 00:00:00+00:00,United States,South Korea
21117,KJFK,RKSI,2020-04-01 00:00:00+00:00,United States,South Korea
302861,PANC,RKTU,2020-04-01 00:00:00+00:00,United States,South Korea
228982,KIAD,LEMD,2020-04-01 00:00:00+00:00,United States,Spain
229200,KMIA,LEMD,2020-04-01 00:00:00+00:00,United States,Spain
229201,KMIA,LEMD,2020-04-01 00:00:00+00:00,United States,Spain
229202,KMIA,LEMD,2020-04-01 00:00:00+00:00,United States,Spain
360973,KWRI,LERT,2020-04-01 00:00:00+00:00,United States,Spain
215911,KEWR,ESSA,2020-04-01 00:00:00+00:00,United States,Sweden
22771,KLAX,RCTP,2020-04-01 00:00:00+00:00,United States,Taiwan
22772,KLAX,RCTP,2020-04-01 00:00:00+00:00,United States,Taiwan
22960,KSEA,RCTP,2020-04-01 00:00:00+00:00,United States,Taiwan
23772,KSFO,RCTP,2020-04-01 00:00:00+00:00,United States,Taiwan
24040,PANC,RCTP,2020-04-01 00:00:00+00:00,United States,Taiwan
30943,KSDF,OMDB,2020-04-01 00:00:00+00:00,United States,United Arab Emirates
65918,KORD,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
65919,KORD,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
65975,KLAX,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
65976,KLAX,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
66201,KCVG,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
66224,KSEA,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
66576,KSFO,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
66695,KDFW,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
66696,KDFW,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
66831,KATL,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
66871,KJFK,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
66872,KJFK,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
66873,KJFK,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
67065,KMIA,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
67132,KEWR,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
67179,KBOS,EGLL,2020-04-01 00:00:00+00:00,United States,United Kingdom
189552,KIAH,EGPK,2020-04-01 00:00:00+00:00,United States,United Kingdom
238921,KPHL,EGSS,2020-04-01 00:00:00+00:00,United States,United Kingdom
262701,KOPF,EGPH,2020-04-01 00:00:00+00:00,United States,United Kingdom
267181,KIAD,EGKB,2020-04-01 00:00:00+00:00,United States,United Kingdom
269265,KCVG,EGNX,2020-04-01 00:00:00+00:00,United States,United Kingdom
269266,KCVG,EGNX,2020-04-01 00:00:00+00:00,United States,United Kingdom
269568,KJFK,EGNX,2020-04-01 00:00:00+00:00,United States,United Kingdom
269626,KPHL,EGNX,2020-04-01 00:00:00+00:00,United States,United Kingdom
354494,KTPA,FA08,2020-04-01 00:00:00+00:00,United States,United Kingdom
357925,KFUL,KSLI,2020-04-01 00:00:00+00:00,United States,Zambia
358180,KNFW,KSLI,2020-04-01 00:00:00+00:00,United States,Zambia
358193,KVCV,KSLI,2020-04-01 00:00:00+00:00,United States,Zambia
38945,KSLI,KHHR,2020-04-01 00:00:00+00:00,Zambia,United States
135706,KSLI,KFAT,2020-04-01 00:00:00+00:00,Zambia,United States
219121,DAAG,EBBR,2020-04-02 00:00:00+00:00,Algeria,Belgium
145323,DAAG,LFPG,2020-04-02 00:00:00+00:00,Algeria,France
145324,DAAG,LFPG,2020-04-02 00:00:00+00:00,Algeria,France
220525,DAAG,LPPT,2020-04-02 00:00:00+00:00,Algeria,Portugal
315161,DAAG,EGKR,2020-04-02 00:00:00+00:00,Algeria,United Kingdom
268859,SAEZ,SBKP,2020-04-02 00:00:00+00:00,Argentina,Brazil
268860,SAEZ,SBKP,2020-04-02 00:00:00+00:00,Argentina,Brazil
25970,SAEZ,EDDF,2020-04-02 00:00:00+00:00,Argentina,Germany
142834,SAEZ,EPWA,2020-04-02 00:00:00+00:00,Argentina,Poland
29591,SAEZ,LSZH,2020-04-02 00:00:00+00:00,Argentina,Switzerland
30022,UDYZ,LSZH,2020-04-02 00:00:00+00:00,Armenia,Switzerland
4493,YSSY,CYVR,2020-04-02 00:00:00+00:00,Australia,Canada
22612,YSSY,ZGGG,2020-04-02 00:00:00+00:00,Australia,China
22613,YSSY,ZGGG,2020-04-02 00:00:00+00:00,Australia,China
11957,YSSY,VHHH,2020-04-02 00:00:00+00:00,Australia,Hong Kong
11958,YSSY,VHHH,2020-04-02 00:00:00+00:00,Australia,Hong Kong
11959,YSSY,VHHH,2020-04-02 00:00:00+00:00,Australia,Hong Kong
12348,YMML,VHHH,2020-04-02 00:00:00+00:00,Australia,Hong Kong
21599,YSSY,RJTE,2020-04-02 00:00:00+00:00,Australia,Japan
21707,YSSY,WMKK,2020-04-02 00:00:00+00:00,Australia,Malaysia
21795,YMML,WMKK,2020-04-02 00:00:00+00:00,Australia,Malaysia
21814,YBBN,WMKK,2020-04-02 00:00:00+00:00,Australia,Malaysia
9846,YSSY,NZAA,2020-04-02 00:00:00+00:00,Australia,New Zealand
9847,YSSY,NZAA,2020-04-02 00:00:00+00:00,Australia,New Zealand
9848,YSSY,NZAA,2020-04-02 00:00:00+00:00,Australia,New Zealand
9849,YSSY,NZAA,2020-04-02 00:00:00+00:00,Australia,New Zealand
10008,YMML,NZAA,2020-04-02 00:00:00+00:00,Australia,New Zealand
10009,YMML,NZAA,2020-04-02 00:00:00+00:00,Australia,New Zealand
10034,YBBN,NZAA,2020-04-02 00:00:00+00:00,Australia,New Zealand
496,YSSY,OTHH,2020-04-02 00:00:00+00:00,Australia,Qatar
497,YSSY,OTHH,2020-04-02 00:00:00+00:00,Australia,Qatar
498,YSSY,OTHH,2020-04-02 00:00:00+00:00,Australia,Qatar
499,YSSY,OTHH,2020-04-02 00:00:00+00:00,Australia,Qatar
683,YMML,OTHH,2020-04-02 00:00:00+00:00,Australia,Qatar
684,YMML,OTHH,2020-04-02 00:00:00+00:00,Australia,Qatar
736,YBBN,OTHH,2020-04-02 00:00:00+00:00,Australia,Qatar
876,YPPH,OTHH,2020-04-02 00:00:00+00:00,Australia,Qatar
15990,YSSY,WSSS,2020-04-02 00:00:00+00:00,Australia,Singapore
15991,YSSY,WSSS,2020-04-02 00:00:00+00:00,Australia,Singapore
15992,YSSY,WSSS,2020-04-02 00:00:00+00:00,Australia,Singapore
16182,YPPH,WSSS,2020-04-02 00:00:00+00:00,Australia,Singapore
19047,YSSY,RKSI,2020-04-02 00:00:00+00:00,Australia,South Korea
22732,YSSY,RCTP,2020-04-02 00:00:00+00:00,Australia,Taiwan
22940,YBBN,RCTP,2020-04-02 00:00:00+00:00,Australia,Taiwan
30216,YMML,OMDB,2020-04-02 00:00:00+00:00,Australia,United Arab Emirates
6627,YSSY,KSFO,2020-04-02 00:00:00+00:00,Australia,United States
358196,KOKB,KSLI,2020-04-02 00:00:00+00:00,Australia,Zambia
206329,LOWW,EBLG,2020-04-02 00:00:00+00:00,Austria,Belgium
274437,LOWL,EKBI,2020-04-02 00:00:00+00:00,Austria,Denmark
144943,LOWW,LFPG,2020-04-02 00:00:00+00:00,Austria,France
27396,LOWW,EDDF,2020-04-02 00:00:00+00:00,Austria,Germany
27397,LOWW,EDDF,2020-04-02 00:00:00+00:00,Austria,Germany
27398,LOWW,EDDF,2020-04-02 00:00:00+00:00,Austria,Germany
27399,LOWW,EDDF,2020-04-02 00:00:00+00:00,Austria,Germany
204578,LOWW,EDDK,2020-04-02 00:00:00+00:00,Austria,Germany
227978,LOWL,EDDP,2020-04-02 00:00:00+00:00,Austria,Germany
275500,LOWL,EDDH,2020-04-02 00:00:00+00:00,Austria,Germany
277394,LOWW,EDDL,2020-04-02 00:00:00+00:00,Austria,Germany
264502,LOWW,LHBP,2020-04-02 00:00:00+00:00,Austria,Hungary
185717,LOWW,LIMC,2020-04-02 00:00:00+00:00,Austria,Italy
68409,LOWW,ELLX,2020-04-02 00:00:00+00:00,Austria,Luxembourg
316939,LOWW,UUMO,2020-04-02 00:00:00+00:00,Austria,Russia
29843,LOWW,LSZH,2020-04-02 00:00:00+00:00,Austria,Switzerland
205599,LOWW,LTBA,2020-04-02 00:00:00+00:00,Austria,Turkey
31176,LOWW,OMDB,2020-04-02 00:00:00+00:00,Austria,United Arab Emirates
227389,OBBI,EDDP,2020-04-02 00:00:00+00:00,Bahrain,Germany
227390,OBBI,EDDP,2020-04-02 00:00:00+00:00,Bahrain,Germany
15101,OBBI,VHHH,2020-04-02 00:00:00+00:00,Bahrain,Hong Kong
15102,OBBI,VHHH,2020-04-02 00:00:00+00:00,Bahrain,Hong Kong
15103,OBBI,VHHH,2020-04-02 00:00:00+00:00,Bahrain,Hong Kong
15104,OBBI,VHHH,2020-04-02 00:00:00+00:00,Bahrain,Hong Kong
220025,OBBI,VABB,2020-04-02 00:00:00+00:00,Bahrain,India
261894,OBBI,VOBL,2020-04-02 00:00:00+00:00,Bahrain,India
276109,OBBI,OTBH,2020-04-02 00:00:00+00:00,Bahrain,Qatar
268742,OBBI,OERK,2020-04-02 00:00:00+00:00,Bahrain,Saudi Arabia
21451,OBBI,RKSI,2020-04-02 00:00:00+00:00,Bahrain,South Korea
31054,OBBI,OMDB,2020-04-02 00:00:00+00:00,Bahrain,United Arab Emirates
31055,OBBI,OMDB,2020-04-02 00:00:00+00:00,Bahrain,United Arab Emirates
67389,OBBI,EGLL,2020-04-02 00:00:00+00:00,Bahrain,United Kingdom
353385,TBPB,TJPS,2020-04-02 00:00:00+00:00,Barbados,Puerto Rico
264771,UMMS,LKPR,2020-04-02 00:00:00+00:00,Belarus,Czech Republic
266360,UMMS,EETN,2020-04-02 00:00:00+00:00,Belarus,Estonia
257,EBLG,LOWW,2020-04-02 00:00:00+00:00,Belgium,Austria
264747,EBLG,LKPR,2020-04-02 00:00:00+00:00,Belgium,Czech Republic
246313,EBBR,EKCH,2020-04-02 00:00:00+00:00,Belgium,Denmark
261069,EBLG,EFHK,2020-04-02 00:00:00+00:00,Belgium,Finland
144800,EBLG,LFPG,2020-04-02 00:00:00+00:00,Belgium,France
274255,EBLG,LFLL,2020-04-02 00:00:00+00:00,Belgium,France
275912,EBLG,LFMY,2020-04-02 00:00:00+00:00,Belgium,France
276848,EBBR,LFBD,2020-04-02 00:00:00+00:00,Belgium,France
312525,EBLG,LFBO,2020-04-02 00:00:00+00:00,Belgium,France
26545,EBBR,EDDF,2020-04-02 00:00:00+00:00,Belgium,Germany
226629,EBBR,EDDP,2020-04-02 00:00:00+00:00,Belgium,Germany
226630,EBBR,EDDP,2020-04-02 00:00:00+00:00,Belgium,Germany
226631,EBBR,EDDP,2020-04-02 00:00:00+00:00,Belgium,Germany
226632,EBBR,EDDP,2020-04-02 00:00:00+00:00,Belgium,Germany
267716,EBLG,EDDV,2020-04-02 00:00:00+00:00,Belgium,Germany
277130,EBLG,EDDB,2020-04-02 00:00:00+00:00,Belgium,Germany
279543,EBLG,EDDN,2020-04-02 00:00:00+00:00,Belgium,Germany
353905,EBLG,EDGE,2020-04-02 00:00:00+00:00,Belgium,Germany
258711,EBBR,LGAV,2020-04-02 00:00:00+00:00,Belgium,Greece
258712,EBBR,LGAV,2020-04-02 00:00:00+00:00,Belgium,Greece
258754,EBLG,LGAV,2020-04-02 00:00:00+00:00,Belgium,Greece
13503,EBBR,VHHH,2020-04-02 00:00:00+00:00,Belgium,Hong Kong
264389,EBBR,LHBP,2020-04-02 00:00:00+00:00,Belgium,Hungary
142694,EBLG,BIKF,2020-04-02 00:00:00+00:00,Belgium,Iceland
64453,EBLG,EIDW,2020-04-02 00:00:00+00:00,Belgium,Ireland
263858,EBLG,EINN,2020-04-02 00:00:00+00:00,Belgium,Ireland
268598,EBLG,LLBG,2020-04-02 00:00:00+00:00,Belgium,Israel
185634,EBLG,LIMC,2020-04-02 00:00:00+00:00,Belgium,Italy
274558,EBLG,LIRA,2020-04-02 00:00:00+00:00,Belgium,Italy
275588,EBLG,LIPZ,2020-04-02 00:00:00+00:00,Belgium,Italy
353927,EBOS,EHMZ,2020-04-02 00:00:00+00:00,Belgium,Netherlands
262913,EBBR,ENGM,2020-04-02 00:00:00+00:00,Belgium,Norway
142925,EBLG,EPWA,2020-04-02 00:00:00+00:00,Belgium,Poland
279911,EBLG,LPPR,2020-04-02 00:00:00+00:00,Belgium,Portugal
1278,EBBR,OTHH,2020-04-02 00:00:00+00:00,Belgium,Qatar
1726,EBLG,OTHH,2020-04-02 00:00:00+00:00,Belgium,Qatar
1727,EBLG,OTHH,2020-04-02 00:00:00+00:00,Belgium,Qatar
1728,EBLG,OTHH,2020-04-02 00:00:00+00:00,Belgium,Qatar
258359,EBBR,LROP,2020-04-02 00:00:00+00:00,Belgium,Romania
258396,EBLG,LROP,2020-04-02 00:00:00+00:00,Belgium,Romania
206918,EBBR,UUDD,2020-04-02 00:00:00+00:00,Belgium,Russia
301205,EBLG,OETH,2020-04-02 00:00:00+00:00,Belgium,Saudi Arabia
